application_id,job_id,application_date,application_status,application_source,job_title,job_posted_date,job_location,candidate_id,full_name,interview_id,interview_status,offer_id,offer_status,employee_id,joining_date,interview_delay_days,offer_decision_days,time_to_hire_days,interview_completed_flag,offer_sent_flag,hired_flag
4619,96,2026-05-21,Under Review,Company Website,ML Engineer,2026-04-07,Austin,137,Antonio Jackson,,,,,,,,,,0,0,0
207,4,2025-10-27,Under Review,Company Website,DevOps Engineer,2025-07-31,Chicago,863,Lee Barr,,,,,,,,,,0,0,0
2327,46,2026-02-09,Rejected,LinkedIn,Software Engineer,2025-08-17,Austin,896,Lauren Peck,,,,,,,,,,0,0,0
3059,59,2026-03-17,Under Review,Indeed,Software Engineer,2025-10-10,Dallas,147,Veronica Kaiser,,,,,,,,,,0,0,0
2736,54,2025-12-23,Under Review,Dice,Data Architect,2025-11-10,Houston,734,Hannah Estrada,,,,,,,,,,0,0,0
1217,24,2026-03-08,Under Review,Company Website,Business Analyst,2025-08-12,Seattle,81,Thomas Blake,,,,,,,,,,0,0,0
1514,30,2026-04-09,Applied,Dice,ML Engineer,2025-12-02,Chicago,227,Holly Francis,,,,,,,,,,0,0,0
463,9,2026-01-20,Rejected,Indeed,Software Engineer,2025-11-07,Austin,573,Charles Davis,,,,,,,,,,0,0,0
4060,84,2026-04-29,Interview,Dice,ML Engineer,2026-04-18,Austin,343,Thomas Hardy,,,,,,,,,,0,0,0
1619,32,2026-02-14,Under Review,Dice,ML Engineer,2026-01-30,Houston,485,Pamela Hoffman,,,,,,,,,,0,0,0
2728,54,2026-03-16,Interview,Referral,Data Architect,2025-11-10,Houston,494,Brittany George,,,,,,,,,,0,0,0
698,13,2026-03-17,Under Review,LinkedIn,Software Engineer,2025-11-05,Austin,441,Steven Fitzpatrick,,,,,,,,,,0,0,0
539,11,2026-06-16,Rejected,Referral,QA Engineer,2026-01-24,Seattle,375,David Farrell,,,,,,,,,,0,0,0
1095,22,2026-04-08,Under Review,LinkedIn,DevOps Engineer,2025-07-27,Chicago,349,Michele Short,,,,,,,,,,0,0,0
2635,53,2026-05-15,Interview,Company Website,Cloud Engineer,2026-03-11,Dallas,659,Keith Franco,,,,,,,,,,0,0,0
2403,47,2026-06-23,Interview,Referral,DevOps Engineer,2026-05-16,Dallas,60,Heather Mcknight,,,,,,,,,,0,0,0
2725,54,2025-12-05,Interview,Indeed,Data Architect,2025-11-10,Houston,27,Victoria Holmes,,,,,,,,,,0,0,0
242,5,2025-12-22,Applied,Dice,Data Analyst,2025-10-09,Chicago,226,Cristina Stone,,,,,,,,,,0,0,0
3780,76,2025-10-24,Under Review,Indeed,Cloud Engineer,2025-10-20,Seattle,247,Sonya Sanders,,,,,,,,,,0,0,0
3077,59,2026-01-13,Under Review,Referral,Software Engineer,2025-10-10,Dallas,124,Lynn Vazquez,,,,,,,,,,0,0,0
2484,48,2026-02-27,Applied,LinkedIn,Data Analyst,2025-11-15,New York,261,Michael Nelson,,,,,,,,,,0,0,0
3466,70,2026-06-08,Under Review,Company Website,Business Analyst,2026-01-05,Seattle,549,Michelle Hopkins,,,,,,,,,,0,0,0
1442,28,2026-02-15,Rejected,Dice,Data Engineer,2025-09-22,Seattle,410,William Pratt,,,,,,,,,,0,0,0
236,5,2025-10-17,Under Review,Indeed,Data Analyst,2025-10-09,Chicago,367,Stephen Morgan,,,,,,,,,,0,0,0
2752,54,2026-02-01,Interview,LinkedIn,Data Architect,2025-11-10,Houston,15,Rebecca Colon,,,,,,,,,,0,0,0
1204,24,2026-07-06,Interview,LinkedIn,Business Analyst,2025-08-12,Seattle,297,Brian Foley,,,,,,,,,,0,0,0
4671,98,2025-12-23,Rejected,Company Website,Data Architect,2025-11-12,Austin,127,Monica Barrett,,,,,,,,,,0,0,0
294,6,2026-06-20,Under Review,LinkedIn,Data Engineer,2025-11-25,Dallas,789,Angela Foster,,,,,,,,,,0,0,0
2915,57,2026-06-21,Applied,Referral,Data Analyst,2026-05-04,Austin,24,Chad Hall,,,,,,,,,,0,0,0
3374,68,2026-05-02,Applied,Referral,Software Engineer,2025-08-27,Chicago,500,Megan Dunn,,,,,,,,,,0,0,0
3051,59,2025-12-08,Interview,Indeed,Software Engineer,2025-10-10,Dallas,400,David Brooks,,,,,,,,,,0,0,0
4223,87,2026-07-04,Rejected,Referral,Data Architect,2026-04-27,Seattle,17,Steven Franklin,,,,,,,,,,0,0,0
4,1,2026-06-10,Applied,Indeed,ML Engineer,2025-10-20,Dallas,461,Patricia Payne,,,,,,,,,,0,0,0
4,4,2026-04-28,Under Review,Referral,DevOps Engineer,2025-07-31,Chicago,1000,Michele Hartman,,,,,,,,,,0,0,0
2471,48,2026-01-14,Interview,Company Website,Data Analyst,2025-11-15,New York,850,Pamela Rodriguez,,,,,,,,,,0,0,0
4726,99,2026-07-02,Interview,Dice,QA Engineer,2026-06-05,Austin,159,Lisa Grant,,,,,,,,,,0,0,0
4203,87,2026-06-07,Interview,LinkedIn,Data Architect,2026-04-27,Seattle,543,Cristina Brooks,,,,,,,,,,0,0,0
3421,69,2026-07-02,Applied,Indeed,Cloud Engineer,2026-06-04,Austin,580,Aaron Jensen,,,,,,,,,,0,0,0
3869,78,2026-03-09,Under Review,Referral,ML Engineer,2025-10-05,New York,290,Steven Hawkins,,,,,,,,,,0,0,0
3836,77,2025-12-26,Under Review,Company Website,BI Developer,2025-10-08,Seattle,512,Nicholas Lopez,,,,,,,,,,0,0,0
4222,87,2026-06-19,Under Review,Company Website,Data Architect,2026-04-27,Seattle,463,Shannon Robinson,,,,,,,,,,0,0,0
1409,28,2025-09-30,Under Review,Dice,Data Engineer,2025-09-22,Seattle,860,Colleen Weber,,,,,,,,,,0,0,0
613,12,2026-03-04,Interview,LinkedIn,Software Engineer,2025-11-18,Austin,225,Pamela Cole,,,,,,,,,,0,0,0
4030,83,2026-07-05,Rejected,LinkedIn,Cloud Engineer,2026-05-09,Chicago,899,Patrick Green,,,,,,,,,,0,0,0
583,11,2026-04-28,Under Review,Indeed,QA Engineer,2026-01-24,Seattle,858,Robert Pierce,,,,,,,,,,0,0,0
650,13,2025-12-12,Interview,LinkedIn,Software Engineer,2025-11-05,Austin,784,Kristin Carney,,,,,,,,,,0,0,0
1166,23,2026-05-24,Applied,Referral,BI Developer,2026-05-21,Seattle,79,Patrick Luna,,,,,,,,,,0,0,0
754,14,2026-06-03,Applied,Indeed,QA Engineer,2025-11-23,Houston,845,Kayla Rogers,,,,,,,,,,0,0,0
4713,99,2026-06-11,Interview,Company Website,QA Engineer,2026-06-05,Austin,419,Stephanie Zamora,,,,,,,,,,0,0,0
4246,87,2026-05-25,Applied,LinkedIn,Data Architect,2026-04-27,Seattle,85,Denise Gutierrez,,,,,,,,,,0,0,0
2331,46,2026-05-20,Under Review,Referral,Software Engineer,2025-08-17,Austin,886,Courtney Miller,,,,,,,,,,0,0,0
3628,73,2026-04-29,Under Review,Company Website,BI Developer,2025-12-21,Seattle,649,Linda Sullivan,,,,,,,,,,0,0,0
2141,42,2026-03-30,Under Review,Dice,Cloud Engineer,2026-03-22,New York,556,Haley Long,,,,,,,,,,0,0,0
608,12,2025-12-13,Interview,Dice,Software Engineer,2025-11-18,Austin,168,Crystal James,,,,,,,,,,0,0,0
4218,87,2026-05-13,Interview,Company Website,Data Architect,2026-04-27,Seattle,677,Veronica Russell,,,,,,,,,,0,0,0
2060,40,2025-10-28,Under Review,Company Website,Data Analyst,2025-08-29,New York,985,Suzanne Ruiz,,,,,,,,,,0,0,0
4294,89,2026-05-18,Rejected,Dice,ML Engineer,2025-09-08,Austin,248,Elizabeth Hill,,,,,,,,,,0,0,0
3764,76,2026-04-09,Applied,LinkedIn,Cloud Engineer,2025-10-20,Seattle,908,Thomas Anderson,,,,,,,,,,0,0,0
3878,78,2026-06-21,Interview,Indeed,ML Engineer,2025-10-05,New York,865,Brian Schwartz,,,,,,,,,,0,0,0
1803,35,2026-06-05,Interview,Company Website,Data Analyst,2025-10-06,Chicago,314,Alan Chavez,,,,,,,,,,0,0,0
768,15,2026-04-26,Interview,Referral,Software Engineer,2026-02-24,Houston,605,Robert Hernandez,,,,,,,,,,0,0,0
3413,69,2026-06-27,Interview,LinkedIn,Cloud Engineer,2026-06-04,Austin,926,Margaret Cline,,,,,,,,,,0,0,0
2560,50,2025-12-05,Applied,Indeed,Cloud Engineer,2025-09-11,Austin,460,Amanda Murphy,,,,,,,,,,0,0,0
1932,38,2026-03-24,Applied,Indeed,Software Engineer,2025-07-10,Houston,500,Megan Dunn,,,,,,,,,,0,0,0
1720,34,2025-10-29,Under Review,Dice,Software Engineer,2025-09-23,New York,854,Douglas Kelly,,,,,,,,,,0,0,0
743,14,2026-01-01,Interview,Referral,QA Engineer,2025-11-23,Houston,319,Kathryn Mills,,,,,,,,,,0,0,0
760,14,2026-01-18,Rejected,Dice,QA Engineer,2025-11-23,Houston,625,Destiny Hanson,,,,,,,,,,0,0,0
225,4,2025-10-12,Under Review,Dice,DevOps Engineer,2025-07-31,Chicago,975,Pamela Thompson,,,,,,,,,,0,0,0
1750,35,2026-01-28,Under Review,Dice,Data Analyst,2025-10-06,Chicago,261,Michael Nelson,,,,,,,,,,0,0,0
3308,66,2025-09-29,Rejected,LinkedIn,Data Architect,2025-09-29,Dallas,117,Brandon Johnson,,,,,,,,,,0,0,0
611,12,2026-03-29,Interview,Company Website,Software Engineer,2025-11-18,Austin,8,Carl Pace,,,,,,,,,,0,0,0
1923,37,2026-06-17,Interview,Referral,QA Engineer,2025-07-09,New York,184,Kathleen Carlson,,,,,,,,,,0,0,0
895,17,2026-02-10,Rejected,Indeed,Software Engineer,2025-10-16,Dallas,548,Richard Thompson,,,,,,,,,,0,0,0
2599,52,2026-01-03,Under Review,Dice,BI Developer,2025-10-05,Dallas,980,Daniel Carter,,,,,,,,,,0,0,0
4133,86,2026-04-06,Interview,Company Website,Data Architect,2025-11-28,Houston,705,Logan Burns,,,,,,,,,,0,0,0
2991,58,2026-06-15,Interview,Indeed,Data Architect,2025-09-02,Dallas,126,Roberto Brown,,,,,,,,,,0,0,0
2982,58,2026-01-21,Under Review,Company Website,Data Architect,2025-09-02,Dallas,427,Matthew Kim,,,,,,,,,,0,0,0
105,3,2026-06-23,Interview,LinkedIn,Data Architect,2025-09-25,Seattle,600,Timothy Craig,,,,,,,,,,0,0,0
4375,90,2026-03-15,Interview,Dice,DevOps Engineer,2026-01-02,Chicago,874,Joseph Rice,,,,,,,,,,0,0,0
790,15,2026-03-19,Applied,Company Website,Software Engineer,2026-02-24,Houston,624,Sherry Reynolds,,,,,,,,,,0,0,0
2839,56,2026-02-28,Applied,LinkedIn,ML Engineer,2026-01-22,Houston,374,Adriana Richard,,,,,,,,,,0,0,0
1965,38,2026-06-07,Applied,Dice,Software Engineer,2025-07-10,Houston,472,Brian Lewis,,,,,,,,,,0,0,0
4328,89,2025-09-09,Interview,Referral,ML Engineer,2025-09-08,Austin,722,Billy Harris,,,,,,,,,,0,0,0
3063,59,2025-11-08,Interview,Dice,Software Engineer,2025-10-10,Dallas,505,Daniel Gross,,,,,,,,,,0,0,0
510,10,2025-12-16,Interview,Dice,ML Engineer,2025-08-12,Houston,273,Michael Burns,,,,,,,,,,0,0,0
771,15,2026-06-15,Applied,Indeed,Software Engineer,2026-02-24,Houston,285,Chad Sullivan,,,,,,,,,,0,0,0
4361,90,2026-05-22,Rejected,Company Website,DevOps Engineer,2026-01-02,Chicago,8,Carl Pace,,,,,,,,,,0,0,0
1259,25,2026-04-25,Rejected,LinkedIn,ML Engineer,2026-04-18,Austin,436,James Miller,,,,,,,,,,0,0,0
2178,43,2026-01-08,Under Review,LinkedIn,Cloud Engineer,2025-11-06,New York,766,Nathan Stevens,,,,,,,,,,0,0,0
3547,71,2026-02-25,Interview,Dice,ML Engineer,2025-08-28,Austin,119,Jeffrey Dunn,,,,,,,,,,0,0,0
3728,75,2026-04-30,Applied,LinkedIn,Software Engineer,2025-11-03,New York,273,Michael Burns,,,,,,,,,,0,0,0
1187,23,2026-06-26,Applied,LinkedIn,BI Developer,2026-05-21,Seattle,861,Kayla Huffman,,,,,,,,,,0,0,0
4072,85,2026-06-29,Under Review,Referral,BI Developer,2026-03-14,New York,880,Stephen Jefferson,,,,,,,,,,0,0,0
1957,38,2026-06-19,Under Review,Indeed,Software Engineer,2025-07-10,Houston,944,Michael Smith,,,,,,,,,,0,0,0
4633,97,2026-01-15,Rejected,Referral,DevOps Engineer,2025-09-03,Austin,146,Kelly Kane,,,,,,,,,,0,0,0
3,1,2026-06-28,Interview,Dice,ML Engineer,2025-10-20,Dallas,713,Jose Hodge,,,,,,,,,,0,0,0
3,3,2026-01-23,Applied,Company Website,Data Architect,2025-09-25,Seattle,1000,Michele Hartman,,,,,,,,,,0,0,0
4115,85,2026-06-22,Interview,Referral,BI Developer,2026-03-14,New York,290,Steven Hawkins,,,,,,,,,,0,0,0
2478,48,2026-01-18,Under Review,Referral,Data Analyst,2025-11-15,New York,577,Devin Hurst,,,,,,,,,,0,0,0
201,4,2025-10-19,Under Review,Referral,DevOps Engineer,2025-07-31,Chicago,43,Ian Wright,,,,,,,,,,0,0,0
3635,74,2026-04-11,Rejected,Dice,ML Engineer,2025-12-20,Chicago,900,Teresa Vargas,,,,,,,,,,0,0,0
14,1,2026-03-31,Interview,LinkedIn,ML Engineer,2025-10-20,Dallas,800,Carol Martinez,,,,,,,,,,0,0,0
14,14,2026-06-18,Applied,Dice,QA Engineer,2025-11-23,Houston,1000,Michele Hartman,,,,,,,,,,0,0,0
4149,86,2026-05-09,Under Review,LinkedIn,Data Architect,2025-11-28,Houston,611,Samuel Salinas,,,,,,,,,,0,0,0
476,9,2026-06-22,Applied,LinkedIn,Software Engineer,2025-11-07,Austin,5,Joseph Rodriguez,,,,,,,,,,0,0,0
2525,49,2026-05-06,Rejected,Dice,Data Analyst,2026-04-27,Austin,745,Danielle Spence,,,,,,,,,,0,0,0
2472,48,2026-03-15,Under Review,Dice,Data Analyst,2025-11-15,New York,418,Susan Marquez,,,,,,,,,,0,0,0
1693,33,2026-03-01,Rejected,Indeed,BI Developer,2025-09-23,New York,680,Daniel Evans,,,,,,,,,,0,0,0
3896,79,2026-07-04,Interview,Dice,BI Developer,2025-09-23,Chicago,61,Samuel Smith,,,,,,,,,,0,0,0
1059,21,2026-05-12,Rejected,Indeed,Data Architect,2026-04-08,Seattle,86,Lisa Murphy,,,,,,,,,,0,0,0
2608,52,2025-12-09,Applied,Indeed,BI Developer,2025-10-05,Dallas,254,Phillip Oconnell,,,,,,,,,,0,0,0
1431,28,2025-10-11,Under Review,Dice,Data Engineer,2025-09-22,Seattle,309,Melissa Carter,,,,,,,,,,0,0,0
2581,51,2026-03-12,Interview,Referral,BI Developer,2025-12-13,Seattle,624,Sherry Reynolds,,,,,,,,,,0,0,0
2653,53,2026-06-23,Interview,Indeed,Cloud Engineer,2026-03-11,Dallas,413,Kenneth Ross,,,,,,,,,,0,0,0
4412,91,2025-11-17,Interview,Company Website,Software Engineer,2025-09-20,Houston,797,Michelle Sherman,,,,,,,,,,0,0,0
1318,26,2026-02-05,Under Review,Dice,Data Analyst,2025-07-10,Seattle,823,Brandi Holmes,,,,,,,,,,0,0,0
859,17,2026-05-23,Rejected,LinkedIn,Software Engineer,2025-10-16,Dallas,399,Meghan Blair,,,,,,,,,,0,0,0
3694,75,2026-01-05,Interview,Referral,Software Engineer,2025-11-03,New York,214,Stephanie Stone,,,,,,,,,,0,0,0
3264,64,2025-12-23,Interview,Company Website,Software Engineer,2025-11-30,Chicago,896,Lauren Peck,,,,,,,,,,0,0,0
2033,39,2026-05-18,Under Review,Indeed,QA Engineer,2025-10-29,Houston,348,Robin Lin,,,,,,,,,,0,0,0
584,11,2026-03-09,Rejected,Referral,QA Engineer,2026-01-24,Seattle,305,Lindsey Johnson,,,,,,,,,,0,0,0
1316,26,2025-12-10,Rejected,Company Website,Data Analyst,2025-07-10,Seattle,755,Christian Gonzalez,,,,,,,,,,0,0,0
4454,92,2026-07-04,Applied,Indeed,Cloud Engineer,2026-02-06,Houston,512,Nicholas Lopez,,,,,,,,,,0,0,0
2529,49,2026-06-24,Under Review,Indeed,Data Analyst,2026-04-27,Austin,510,Carlos Nichols,,,,,,,,,,0,0,0
173,3,2026-05-24,Interview,Company Website,Data Architect,2025-09-25,Seattle,226,Cristina Stone,,,,,,,,,,0,0,0
3786,76,2026-01-12,Rejected,Referral,Cloud Engineer,2025-10-20,Seattle,257,Angela Hill,,,,,,,,,,0,0,0
3512,71,2026-01-05,Rejected,Company Website,ML Engineer,2025-08-28,Austin,767,Joseph Andrews,,,,,,,,,,0,0,0
792,15,2026-06-22,Interview,LinkedIn,Software Engineer,2026-02-24,Houston,355,Matthew Johnson,,,,,,,,,,0,0,0
4357,90,2026-03-08,Rejected,Dice,DevOps Engineer,2026-01-02,Chicago,200,Tracy Pittman,,,,,,,,,,0,0,0
784,15,2026-03-19,Rejected,Company Website,Software Engineer,2026-02-24,Houston,329,Randy Noble,,,,,,,,,,0,0,0
4501,94,2026-02-23,Interview,Indeed,Cloud Engineer,2026-01-08,Houston,987,Nathan Evans,,,,,,,,,,0,0,0
3352,67,2026-03-21,Interview,LinkedIn,Software Engineer,2025-12-22,Chicago,74,Rachel Collins,,,,,,,,,,0,0,0
2123,42,2026-05-11,Interview,Dice,Cloud Engineer,2026-03-22,New York,879,Richard Duncan,,,,,,,,,,0,0,0
2681,53,2026-03-27,Under Review,Referral,Cloud Engineer,2026-03-11,Dallas,556,Haley Long,,,,,,,,,,0,0,0
1682,33,2026-04-21,Interview,Company Website,BI Developer,2025-09-23,New York,648,Molly Davis,,,,,,,,,,0,0,0
2760,55,2026-06-27,Under Review,Company Website,ML Engineer,2025-08-05,Seattle,477,Rodney Hampton,,,,,,,,,,0,0,0
3169,62,2026-05-29,Under Review,LinkedIn,Data Engineer,2026-04-28,Houston,704,Dorothy Wright,,,,,,,,,,0,0,0
4285,89,2026-01-31,Under Review,Dice,ML Engineer,2025-09-08,Austin,747,John Smith,,,,,,,,,,0,0,0
943,18,2026-06-26,Under Review,Company Website,BI Developer,2026-05-20,Austin,268,Becky Schmidt,,,,,,,,,,0,0,0
150,3,2026-02-20,Interview,LinkedIn,Data Architect,2025-09-25,Seattle,363,Michael Rodriguez,,,,,,,,,,0,0,0
2721,54,2026-01-16,Under Review,Company Website,Data Architect,2025-11-10,Houston,307,Brittany Rose,,,,,,,,,,0,0,0
1294,26,2025-09-19,Interview,Company Website,Data Analyst,2025-07-10,Seattle,699,Melanie Brooks,,,,,,,,,,0,0,0
926,18,2026-06-26,Under Review,Indeed,BI Developer,2026-05-20,Austin,758,Joseph Williams,,,,,,,,,,0,0,0
2508,49,2026-05-18,Applied,LinkedIn,Data Analyst,2026-04-27,Austin,984,Tina Finley,,,,,,,,,,0,0,0
4446,92,2026-03-16,Applied,Referral,Cloud Engineer,2026-02-06,Houston,712,Sarah Anderson,,,,,,,,,,0,0,0
3405,69,2026-06-14,Rejected,LinkedIn,Cloud Engineer,2026-06-04,Austin,390,Emily Mccoy,,,,,,,,,,0,0,0
4263,88,2026-07-06,Rejected,LinkedIn,Business Analyst,2026-03-21,Seattle,27,Victoria Holmes,,,,,,,,,,0,0,0
2906,57,2026-05-11,Under Review,Dice,Data Analyst,2026-05-04,Austin,714,Brian Watkins,,,,,,,,,,0,0,0
1302,26,2026-05-09,Rejected,Dice,Data Analyst,2025-07-10,Seattle,669,Randy Jones,,,,,,,,,,0,0,0
4403,91,2025-10-11,Under Review,Company Website,Software Engineer,2025-09-20,Houston,784,Kristin Carney,,,,,,,,,,0,0,0
2477,48,2026-01-05,Under Review,LinkedIn,Data Analyst,2025-11-15,New York,542,Luis Anderson,,,,,,,,,,0,0,0
3648,74,2026-02-21,Rejected,LinkedIn,ML Engineer,2025-12-20,Chicago,647,Joseph Wilson,,,,,,,,,,0,0,0
240,5,2026-04-24,Interview,Indeed,Data Analyst,2025-10-09,Chicago,385,Austin Nguyen,,,,,,,,,,0,0,0
4210,87,2026-05-13,Applied,Indeed,Data Architect,2026-04-27,Seattle,584,Cheryl Medina,,,,,,,,,,0,0,0
3719,75,2025-11-16,Under Review,Company Website,Software Engineer,2025-11-03,New York,902,Larry Wilson,,,,,,,,,,0,0,0
217,4,2026-02-27,Interview,LinkedIn,DevOps Engineer,2025-07-31,Chicago,269,Gregory Jones,,,,,,,,,,0,0,0
538,11,2026-02-22,Applied,LinkedIn,QA Engineer,2026-01-24,Seattle,620,James Warren,,,,,,,,,,0,0,0
2460,48,2026-06-20,Applied,Referral,Data Analyst,2025-11-15,New York,198,Sean Thompson,,,,,,,,,,0,0,0
3448,70,2026-03-07,Interview,Referral,Business Analyst,2026-01-05,Seattle,547,Stacy Hudson,,,,,,,,,,0,0,0
1709,34,2026-03-07,Interview,Indeed,Software Engineer,2025-09-23,New York,266,Paula Jones,,,,,,,,,,0,0,0
4305,89,2026-01-06,Rejected,Company Website,ML Engineer,2025-09-08,Austin,232,Marilyn Sanchez,,,,,,,,,,0,0,0
2209,43,2026-06-27,Interview,LinkedIn,Cloud Engineer,2025-11-06,New York,22,Amanda Schneider,,,,,,,,,,0,0,0
4346,89,2025-09-14,Rejected,LinkedIn,ML Engineer,2025-09-08,Austin,551,Wesley Alexander,,,,,,,,,,0,0,0
3404,69,2026-06-19,Applied,Indeed,Cloud Engineer,2026-06-04,Austin,425,Hannah Melendez,,,,,,,,,,0,0,0
2847,56,2026-06-18,Under Review,Referral,ML Engineer,2026-01-22,Houston,67,Anna Dean,,,,,,,,,,0,0,0
1350,27,2026-06-18,Interview,Dice,Business Analyst,2026-05-10,New York,13,Joanne Wang,,,,,,,,,,0,0,0
1070,21,2026-04-15,Applied,LinkedIn,Data Architect,2026-04-08,Seattle,994,Courtney Williams,,,,,,,,,,0,0,0
3081,60,2026-02-21,Under Review,Company Website,Software Engineer,2025-10-14,Chicago,888,Jocelyn Benitez,,,,,,,,,,0,0,0
1209,24,2026-05-20,Rejected,Indeed,Business Analyst,2025-08-12,Seattle,788,Geoffrey Spencer,,,,,,,,,,0,0,0
276,5,2025-12-15,Interview,Dice,Data Analyst,2025-10-09,Chicago,908,Thomas Anderson,,,,,,,,,,0,0,0
3535,71,2025-12-02,Under Review,Dice,ML Engineer,2025-08-28,Austin,184,Kathleen Carlson,,,,,,,,,,0,0,0
4029,83,2026-06-25,Under Review,Referral,Cloud Engineer,2026-05-09,Chicago,107,Joshua Hurst,,,,,,,,,,0,0,0
3647,74,2026-02-04,Under Review,Indeed,ML Engineer,2025-12-20,Chicago,9,Brian Hall,,,,,,,,,,0,0,0
2737,54,2026-01-20,Applied,Dice,Data Architect,2025-11-10,Houston,999,Michael Butler,,,,,,,,,,0,0,0
1083,21,2026-05-28,Rejected,LinkedIn,Data Architect,2026-04-08,Seattle,322,Ashley Ramirez,,,,,,,,,,0,0,0
3519,71,2026-02-03,Applied,LinkedIn,ML Engineer,2025-08-28,Austin,744,Steven Branch,,,,,,,,,,0,0,0
2285,45,2026-02-18,Rejected,Referral,BI Developer,2026-02-13,Austin,641,Edwin Edwards,,,,,,,,,,0,0,0
3612,73,2026-04-23,Under Review,Referral,BI Developer,2025-12-21,Seattle,839,Kenneth Morgan,,,,,,,,,,0,0,0
4313,89,2025-11-10,Rejected,Indeed,ML Engineer,2025-09-08,Austin,432,William Aguilar,,,,,,,,,,0,0,0
4191,86,2026-01-18,Applied,Company Website,Data Architect,2025-11-28,Houston,132,Willie Nelson,,,,,,,,,,0,0,0
3239,64,2025-12-14,Rejected,LinkedIn,Software Engineer,2025-11-30,Chicago,847,Aaron Smith,,,,,,,,,,0,0,0
3204,63,2026-07-02,Applied,Referral,BI Developer,2026-05-19,Houston,321,Richard Simon,,,,,,,,,,0,0,0
4495,94,2026-01-23,Interview,LinkedIn,Cloud Engineer,2026-01-08,Houston,588,Katie Cruz,,,,,,,,,,0,0,0
4507,94,2026-03-19,Interview,LinkedIn,Cloud Engineer,2026-01-08,Houston,389,Jacqueline Baker,,,,,,,,,,0,0,0
3140,61,2026-04-14,Under Review,Indeed,BI Developer,2026-03-21,Seattle,650,John Clark,,,,,,,,,,0,0,0
2813,56,2026-04-08,Interview,LinkedIn,ML Engineer,2026-01-22,Houston,861,Kayla Huffman,,,,,,,,,,0,0,0
437,9,2026-06-08,Rejected,Dice,Software Engineer,2025-11-07,Austin,624,Sherry Reynolds,,,,,,,,,,0,0,0
1283,26,2026-04-07,Interview,Company Website,Data Analyst,2025-07-10,Seattle,976,Scott Montgomery,,,,,,,,,,0,0,0
2310,45,2026-03-26,Applied,LinkedIn,BI Developer,2026-02-13,Austin,297,Brian Foley,,,,,,,,,,0,0,0
2592,51,2026-05-14,Under Review,Dice,BI Developer,2025-12-13,Seattle,389,Jacqueline Baker,,,,,,,,,,0,0,0
2254,44,2026-03-19,Under Review,Dice,Software Engineer,2025-10-18,Dallas,566,Allison Morales,,,,,,,,,,0,0,0
847,16,2026-03-18,Applied,LinkedIn,Business Analyst,2026-01-08,New York,738,Christopher Stone,,,,,,,,,,0,0,0
2397,47,2026-06-20,Rejected,Dice,DevOps Engineer,2026-05-16,Dallas,982,John Webster,,,,,,,,,,0,0,0
1314,26,2026-01-01,Rejected,LinkedIn,Data Analyst,2025-07-10,Seattle,85,Denise Gutierrez,,,,,,,,,,0,0,0
3358,67,2026-05-21,Rejected,Referral,Software Engineer,2025-12-22,Chicago,856,Christopher Clark,,,,,,,,,,0,0,0
3949,81,2026-05-15,Interview,Referral,ML Engineer,2026-03-08,Dallas,697,Audrey Fuller,,,,,,,,,,0,0,0
25,1,2026-04-22,Under Review,Dice,ML Engineer,2025-10-20,Dallas,637,Caitlin Fuentes,,,,,,,,,,0,0,0
25,25,2026-06-03,Under Review,LinkedIn,ML Engineer,2026-04-18,Austin,1000,Michele Hartman,,,,,,,,,,0,0,0
3704,75,2026-05-27,Applied,Dice,Software Engineer,2025-11-03,New York,426,Joanna Jones,,,,,,,,,,0,0,0
3319,67,2026-02-28,Rejected,Indeed,Software Engineer,2025-12-22,Chicago,961,Ryan Jones,,,,,,,,,,0,0,0
2328,46,2025-11-26,Interview,Referral,Software Engineer,2025-08-17,Austin,94,Tonya Scott,,,,,,,,,,0,0,0
3989,82,2026-04-12,Applied,Dice,Business Analyst,2025-12-26,Chicago,107,Joshua Hurst,,,,,,,,,,0,0,0
3808,77,2026-02-27,Applied,Company Website,BI Developer,2025-10-08,Seattle,628,Keith Bentley,,,,,,,,,,0,0,0
4593,96,2026-04-29,Applied,Dice,ML Engineer,2026-04-07,Austin,141,Diane Galvan,,,,,,,,,,0,0,0
1662,32,2026-07-06,Rejected,Dice,ML Engineer,2026-01-30,Houston,687,John Lee,,,,,,,,,,0,0,0
136,3,2026-06-26,Applied,Referral,Data Architect,2025-09-25,Seattle,219,Michael Levine,,,,,,,,,,0,0,0
2642,53,2026-06-11,Interview,Indeed,Cloud Engineer,2026-03-11,Dallas,731,Jessica Powell,,,,,,,,,,0,0,0
196,4,2025-11-17,Interview,Dice,DevOps Engineer,2025-07-31,Chicago,621,Robert Keith,,,,,,,,,,0,0,0
2796,55,2025-11-30,Interview,Referral,ML Engineer,2025-08-05,Seattle,172,Gary Price,,,,,,,,,,0,0,0
1741,35,2025-10-19,Rejected,LinkedIn,Data Analyst,2025-10-06,Chicago,419,Stephanie Zamora,,,,,,,,,,0,0,0
2540,50,2025-09-19,Applied,Company Website,Cloud Engineer,2025-09-11,Austin,285,Chad Sullivan,,,,,,,,,,0,0,0
2261,44,2026-04-20,Applied,Referral,Software Engineer,2025-10-18,Dallas,896,Lauren Peck,,,,,,,,,,0,0,0
